ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD014871_pub2_data__A5,CD014871,2,65,0.236764,0.895976,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A6,CD014871,2,65,0.236764,0.895976,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A7,CD014871,2,65,0.236764,0.895976,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A8,CD014871,2,70,0.05716,0.974634,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A9,CD014871,3,72,0.0,1.0,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014871_pub2_data__A10,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A11,CD014871,2,44,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A12,CD014871,4,94,0.0,1.0,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014871_pub2_data__A13,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A14,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A15,CD014871,1,28,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A16,CD014871,1,28,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A17,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A18,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A19,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A20,CD014871,1,28,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A21,CD014871,2,92,0.062189,0.972364,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A22,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A23,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A24,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A25,CD014871,2,92,0.062189,0.972364,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A26,CD014871,1,28,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A27,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A28,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A29,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A30,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A31,CD014871,1,22,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A32,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A33,CD014871,1,26,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A34,CD014871,3,120,0.041588,0.974891,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014871_pub2_data__A35,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A36,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A37,CD014871,1,26,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A38,CD014871,1,26,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A39,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A40,CD014871,1,64,0.123233,0.951243,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A41,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A42,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A43,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A44,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A45,CD014871,4,146,0.031259,0.977367,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014871_pub2_data__A46,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A47,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A48,CD014871,2,56,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A49,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A50,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A51,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A52,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A53,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A54,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A55,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A56,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A57,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A58,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A59,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A60,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A61,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A62,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A63,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A64,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A65,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014871_pub2_data__A66,CD014871,1,18,0.0,1.0,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014872_pub2_data__A1,CD014872,35,8911,-0.306085,0.374262,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014872_pub2_data__A2,CD014872,34,8815,-0.312641,0.371224,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014872_pub2_data__A3,CD014872,32,8220,0.013949,0.968145,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014872_pub2_data__A4,CD014872,27,6745,-0.092188,0.488849,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014872_pub2_data__A5,CD014872,30,8292,-0.144517,0.277362,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014872_pub2_data__A6,CD014872,29,6926,0.107689,0.649654,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014872_pub2_data__A7,CD014872,28,6805,0.080695,0.717354,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014872_pub2_data__A8,CD014872,20,4770,-0.350792,0.444369,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014872_pub2_data__A9,CD014872,20,4400,1.163589,0.0,True,False,Fragile,0,False,NOT YET,robustness
CD014872_pub2_data__A10,CD014872,20,4400,1.163589,0.0,True,False,Fragile,0,False,NOT YET,robustness
CD014872_pub2_data__A11,CD014872,19,4277,1.191989,0.0,True,False,Fragile,0,False,NOT YET,robustness
CD014872_pub2_data__A12,CD014872,18,5085,1.068126,0.0,True,False,Fragile,1,False,NOT YET,robustness;audit_flags
CD014872_pub2_data__A13,CD014872,11,3744,0.809553,0.000881,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD014872_pub2_data__A14,CD014872,9,2298,0.428511,0.302416,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014872_pub2_data__A15,CD014872,3,944,-0.447605,0.7361,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014889_pub2_data__A1,CD014889,6,390,-0.927447,0.030808,True,False,Unstable,0,False,NOT YET,robustness;evidence_volume
CD014889_pub2_data__A2,CD014889,6,390,-1.408716,0.003609,True,False,Unstable,0,False,NOT YET,robustness;evidence_volume
CD014889_pub2_data__A3,CD014889,6,390,-0.868388,0.04263,True,True,Unstable,1,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD014889_pub2_data__A4,CD014889,6,390,-1.369406,0.005691,True,False,Unstable,0,False,NOT YET,robustness;evidence_volume
CD014889_pub2_data__A5,CD014889,2,114,-0.406139,0.671701,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD014891_pub2_data__A1,CD014891,2,254,0.211743,0.585596,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A2,CD014891,2,254,0.056931,0.88359,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A3,CD014891,2,107,0.035321,0.98429,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A4,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A5,CD014891,1,60,-2.816264,0.012238,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A6,CD014891,2,107,0.035321,0.98429,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A7,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A8,CD014891,1,60,0.401341,0.465957,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A9,CD014891,2,107,0.035321,0.98429,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A10,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A11,CD014891,1,80,0.0,1.0,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A12,CD014891,2,54,0.071459,0.968418,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A13,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A14,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A15,CD014891,1,39,0.05001,0.980296,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A16,CD014891,2,66,0.069679,0.962749,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A17,CD014891,1,27,-0.693147,0.59133,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014891_pub2_data__A18,CD014891,1,60,0.960462,0.250616,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014914_pub2_data__A1,CD014914,41,10221,0.114518,0.439019,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014914_pub2_data__A2,CD014914,20,8282,0.56998,0.003167,True,True,Fragile,3,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD014914_pub2_data__A3,CD014914,16,3631,0.725098,0.001662,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD014914_pub2_data__A4,CD014914,18,2987,0.627561,0.004057,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD014914_pub2_data__A5,CD014914,17,2454,0.657683,0.003251,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD014914_pub2_data__A6,CD014914,2,855,-1.29265,0.231686,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014914_pub2_data__A7,CD014914,2,1007,-1.398271,0.199754,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014914_pub2_data__A8,CD014914,2,993,-1.940856,0.281129,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014914_pub2_data__A9,CD014914,2,506,-1.057243,0.381474,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014914_pub2_data__A10,CD014914,2,758,-1.632768,0.411107,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD014914_pub2_data__A11,CD014914,7,615,-0.722065,0.050302,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014914_pub2_data__A12,CD014914,1,99,-3.7,0.000324,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014914_pub2_data__A13,CD014914,1,99,-2.3,0.003471,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014920_pub2_data__A1,CD014920,2,888,-1.264326,0.517096,False,False,not_covered,1,False,NOT YET,significance;audit_flags;evidence_volume
CD014920_pub2_data__A2,CD014920,1,426,-2.583038,2.4e-05,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014920_pub2_data__A3,CD014920,2,888,-0.245347,0.708723,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014920_pub2_data__A4,CD014920,2,888,-0.32066,0.639458,False,False,not_covered,1,False,NOT YET,significance;audit_flags;evidence_volume
CD014920_pub2_data__A5,CD014920,1,426,-2.621972,0.074645,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014920_pub2_data__A6,CD014920,1,462,0.051847,0.97934,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD014923_pub2_data__A1,CD014923,10,517,1.810494,0.016182,True,True,Unstable,2,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD014923_pub2_data__A2,CD014923,9,394,1.087839,0.01871,True,False,Unstable,0,False,NOT YET,robustness;evidence_volume
CD014923_pub2_data__A3,CD014923,4,117,0.730854,0.391417,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014923_pub2_data__A4,CD014923,4,109,0.933248,0.345774,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014932_pub2_data__A1,CD014932,11,1649,-0.10117,0.871438,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014932_pub2_data__A2,CD014932,13,1948,-0.03216,0.95508,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014932_pub2_data__A3,CD014932,9,1926,-0.033072,0.961775,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014932_pub2_data__A4,CD014932,9,1693,0.088062,0.898573,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014932_pub2_data__A5,CD014932,8,855,0.059785,0.935555,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014932_pub2_data__A6,CD014932,2,208,0.0,1.0,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014932_pub2_data__A7,CD014932,1,59,0.167054,0.933983,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014935_pub2_data__A1,CD014935,3,123,0.027587,0.966216,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014935_pub2_data__A2,CD014935,3,123,-0.122517,0.848435,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014935_pub2_data__A3,CD014935,3,123,0.175405,0.785578,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014935_pub2_data__A4,CD014935,3,123,0.232379,0.819354,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD014935_pub2_data__A5,CD014935,3,123,0.232379,0.819354,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD014935_pub2_data__A6,CD014935,3,123,0.091964,0.933704,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD014935_pub2_data__A7,CD014935,3,123,0.412823,0.636971,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD014935_pub2_data__A8,CD014935,1,22,0.798508,0.541573,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014935_pub2_data__A9,CD014935,3,123,0.014576,0.991194,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014935_pub2_data__A10,CD014935,3,123,0.014576,0.991194,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014935_pub2_data__A11,CD014935,1,130,-2.426347,0.000171,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014937_pub2_data__A1,CD014937,46,6815,-0.404197,0.00359,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A2,CD014937,46,6710,0.001644,0.985738,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014937_pub2_data__A3,CD014937,44,8656,0.077395,0.582688,False,True,Fragile,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014937_pub2_data__A4,CD014937,5,1285,-0.382006,0.605369,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A5,CD014937,33,6770,-0.082092,0.47834,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014937_pub2_data__A6,CD014937,15,1855,-0.173921,0.193038,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A7,CD014937,16,2430,-0.161801,0.218706,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A8,CD014937,9,1411,-0.119356,0.412367,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A9,CD014937,26,4213,-0.425858,0.030697,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A10,CD014937,21,2684,-0.586237,0.00869,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A11,CD014937,36,5278,-0.382959,0.02218,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A12,CD014937,72,9779,-0.47146,9.5e-05,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A13,CD014937,51,7715,-0.439034,0.001012,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A14,CD014937,14,1730,-0.525492,0.063334,False,True,Fragile,4,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD014937_pub2_data__A15,CD014937,38,5540,-0.460933,0.005606,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD014937_pub2_data__A16,CD014937,1,136,-1.990694,0.190805,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014937_pub2_data__A17,CD014937,23,3408,-0.359757,0.128658,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A18,CD014937,15,1907,-0.808715,0.012703,True,False,Fragile,0,False,NOT YET,robustness
CD014937_pub2_data__A19,CD014937,32,4658,-0.456845,0.027788,True,False,Fragile,1,True,NOT YET,robustness;audit_flags;pub_bias
CD014937_pub2_data__A20,CD014937,33,4701,-0.452946,0.028118,True,False,Fragile,0,False,NOT YET,robustness
CD014937_pub2_data__A21,CD014937,44,6702,-0.275724,0.102977,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD014937_pub2_data__A22,CD014937,32,4658,-0.456845,0.027788,True,False,Fragile,1,True,NOT YET,robustness;audit_flags;pub_bias
CD014941_pub2_data__A1,CD014941,2,605,1.237851,0.10045,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A2,CD014941,2,605,1.644856,0.180845,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A3,CD014941,2,659,0.46123,0.249351,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A4,CD014941,2,605,1.124686,0.144703,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A5,CD014941,2,605,1.765431,0.119919,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A6,CD014941,2,659,1.030029,0.238733,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A7,CD014941,2,659,0.334221,0.423169,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A8,CD014941,2,659,0.832843,0.20002,False,False,Moderate,1,False,NOT YET,significance;audit_flags;evidence_volume
CD014941_pub2_data__A9,CD014941,2,659,-0.01699,0.974096,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A10,CD014941,4,809,1.232056,0.009193,True,True,Moderate,1,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A11,CD014941,4,809,1.830124,0.020806,True,True,Moderate,1,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A12,CD014941,4,875,0.475291,0.24229,False,True,Moderate,1,False,NOT YET,significance;prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A13,CD014941,4,809,1.239299,0.029818,True,True,Moderate,2,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A14,CD014941,4,809,1.808968,0.007172,True,False,Moderate,0,False,NOT YET,evidence_volume
CD014941_pub2_data__A15,CD014941,4,875,1.128346,0.028907,True,True,Moderate,1,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A16,CD014941,4,875,0.368707,0.201848,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014941_pub2_data__A17,CD014941,4,875,1.304893,0.028122,True,True,Moderate,2,False,NOT YET,prediction_interval;audit_flags;evidence_volume
CD014941_pub2_data__A18,CD014941,4,875,0.079824,0.814397,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD014941_pub2_data__A19,CD014941,2,605,1.237851,0.10045,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A20,CD014941,2,605,1.644856,0.180845,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014941_pub2_data__A21,CD014941,2,659,0.46123,0.249351,False,False,Moderate,0,False,NOT YET,significance;evidence_volume
CD014944_pub2_data__A1,CD014944,11,1210,-0.025937,0.906981,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014944_pub2_data__A2,CD014944,4,554,0.485844,0.456784,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014944_pub2_data__A3,CD014944,1,214,-0.655014,0.743922,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD014944_pub2_data__A4,CD014944,1,214,-0.655014,0.743922,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD014944_pub2_data__A5,CD014944,1,47,-0.154151,0.813545,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD014959_pub2_data__A1,CD014959,2,919,-0.336441,0.812646,False,False,Fragile,1,False,NOT YET,significance;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A2,CD014959,6,2730,-0.378334,0.554566,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014959_pub2_data__A3,CD014959,6,2986,-0.821772,0.241379,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014959_pub2_data__A4,CD014959,6,2986,-0.353958,0.587912,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD014959_pub2_data__A5,CD014959,3,1909,-1.026272,0.360322,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A6,CD014959,2,684,-0.328478,0.797313,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD014959_pub2_data__A7,CD014959,4,1653,-0.286182,0.545981,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A8,CD014959,4,1653,-0.318924,0.219968,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014959_pub2_data__A9,CD014959,4,1909,-1.253987,0.045648,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A10,CD014959,4,1909,0.47972,0.484368,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A11,CD014959,4,1653,-0.583237,0.272576,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014959_pub2_data__A12,CD014959,4,1909,-1.823949,0.030405,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A13,CD014959,4,1909,0.380693,0.688347,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A14,CD014959,3,1909,2.351165,0.086078,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014959_pub2_data__A15,CD014959,3,2165,-0.862784,0.687303,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD014959_pub2_data__A16,CD014959,3,2165,3.569608,0.077973,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD014960_pub2_data__A1,CD014960,5,715,0.444219,0.261878,False,True,Moderate,0,False,NOT YET,significance;prediction_interval
CD014960_pub2_data__A2,CD014960,3,330,0.029671,0.961074,False,True,Moderate,0,False,NOT YET,significance;prediction_interval;evidence_volume
